# Time (hours),Membrane Thickness (cm),Voltage (V),Current Density (A/cm2),Power (W),CHO (mol/m3),CH2O2 (mol/m3),FRR (g/cm2/h)
0.740741,0.00434347,2.12267,0.692977,1000.25,8.80384e-12,1.2218e+06,1.69798e-08
0.741742,0.00433519,2.12312,0.69283,1000.25,8.80386e-12,1.22203e+06,1.69474e-08
0.742743,0.00432693,2.12357,0.692683,1000.25,8.80387e-12,1.22225e+06,1.69152e-08
0.743744,0.00431869,2.12402,0.692536,1000.25,8.80389e-12,1.22248e+06,1.6883e-08
0.744745,0.00431046,2.12447,0.692389,1000.25,8.8039e-12,1.22271e+06,1.68508e-08
0.745746,0.00430225,2.12493,0.692241,1000.25,8.80392e-12,1.22294e+06,1.68188e-08
0.746747,0.00429405,2.12538,0.692094,1000.25,8.80393e-12,1.22317e+06,1.67868e-08
0.747748,0.00428587,2.12584,0.691946,1000.25,8.80395e-12,1.22339e+06,1.67548e-08
0.748749,0.0042777,2.12629,0.691798,1000.26,8.80397e-12,1.22362e+06,1.67229e-08
0.74975,0.00426955,2.12675,0.691649,1000.26,8.80398e-12,1.22385e+06,1.66911e-08
0.750751,0.00426142,2.12721,0.691501,1000.26,8.804e-12,1.22408e+06,1.66593e-08
0.751752,0.0042533,2.12766,0.691353,1000.26,8.80401e-12,1.22431e+06,1.66276e-08
0.752753,0.0042452,2.12812,0.691204,1000.26,8.80403e-12,1.22454e+06,1.65959e-08
0.753754,0.00423711,2.12858,0.691055,1000.26,8.80404e-12,1.22477e+06,1.65644e-08
0.754755,0.00422903,2.12904,0.690906,1000.26,8.80406e-12,1.225e+06,1.65328e-08
0.755756,0.00422098,2.1295,0.690757,1000.26,8.80408e-12,1.22524e+06,1.65014e-08
0.756757,0.00421294,2.12996,0.690607,1000.26,8.80409e-12,1.22547e+06,1.64699e-08
0.757758,0.00420491,2.13042,0.690458,1000.26,8.80411e-12,1.2257e+06,1.64386e-08
0.758759,0.0041969,2.13089,0.690308,1000.26,8.80412e-12,1.22593e+06,1.64073e-08
0.75976,0.0041889,2.13135,0.690158,1000.26,8.80414e-12,1.22617e+06,1.63761e-08
0.760761,0.00418092,2.13181,0.690008,1000.26,8.80416e-12,1.2264e+06,1.63449e-08
0.761762,0.00417295,2.13228,0.689858,1000.26,8.80417e-12,1.22663e+06,1.63138e-08
0.762763,0.004165,2.13275,0.689708,1000.26,8.80419e-12,1.22687e+06,1.62827e-08
0.763764,0.00415707,2.13321,0.689557,1000.26,8.8042e-12,1.2271e+06,1.62517e-08
0.764765,0.00414915,2.13368,0.689407,1000.26,8.80422e-12,1.22733e+06,1.62208e-08
0.765766,0.00414124,2.13415,0.689256,1000.26,8.80424e-12,1.22757e+06,1.61899e-08
0.766767,0.00413335,2.13461,0.689105,1000.26,8.80425e-12,1.22781e+06,1.61591e-08
0.767768,0.00412548,2.13508,0.688954,1000.26,8.80427e-12,1.22804e+06,1.61284e-08
0.768769,0.00411761,2.13555,0.688802,1000.26,8.80428e-12,1.22828e+06,1.60977e-08
0.76977,0.00410977,2.13602,0.688651,1000.26,8.8043e-12,1.22851e+06,1.6067e-08
0.770771,0.00410194,2.1365,0.688499,1000.26,8.80432e-12,1.22875e+06,1.60364e-08
0.771772,0.00409412,2.13697,0.688347,1000.26,8.80433e-12,1.22899e+06,1.60059e-08
0.772773,0.00408632,2.13744,0.688195,1000.26,8.80435e-12,1.22922e+06,1.59754e-08
0.773774,0.00407854,2.13791,0.688043,1000.26,8.80437e-12,1.22946e+06,1.5945e-08
0.774775,0.00407077,2.13839,0.687891,1000.27,8.80438e-12,1.2297e+06,1.59147e-08
0.775776,0.00406301,2.13886,0.687739,1000.27,8.8044e-12,1.22994e+06,1.58844e-08
0.776777,0.00405527,2.13934,0.687586,1000.27,8.80441e-12,1.23018e+06,1.58541e-08
0.777778,0.00404754,2.13982,0.687433,1000.27,8.80443e-12,1.23042e+06,1.5824e-08
0.778779,0.00403983,2.14029,0.68728,1000.27,8.80445e-12,1.23066e+06,1.57938e-08
0.77978,0.00403213,2.14077,0.687127,1000.27,8.80446e-12,1.2309e+06,1.57638e-08
0.780781,0.00402445,2.14125,0.686974,1000.27,8.80448e-12,1.23114e+06,1.57338e-08
0.781782,0.00401678,2.14173,0.68682,1000.27,8.8045e-12,1.23138e+06,1.57038e-08
0.782783,0.00400913,2.14221,0.686667,1000.27,8.80451e-12,1.23162e+06,1.56739e-08
0.783784,0.00400149,2.14269,0.686513,1000.27,8.80453e-12,1.23186e+06,1.56441e-08
0.784785,0.00399386,2.14317,0.686359,1000.27,8.80454e-12,1.2321e+06,1.56143e-08
0.785786,0.00398625,2.14365,0.686205,1000.27,8.80456e-12,1.23234e+06,1.55846e-08
0.786787,0.00397866,2.14414,0.68605,1000.27,8.80458e-12,1.23259e+06,1.55549e-08
0.787788,0.00397108,2.14462,0.685896,1000.27,8.80459e-12,1.23283e+06,1.55253e-08
0.788789,0.00396351,2.1451,0.685741,1000.27,8.80461e-12,1.23307e+06,1.54958e-08
0.78979,0.00395596,2.14559,0.685586,1000.27,8.80463e-12,1.23332e+06,1.54663e-08
0.790791,0.00394842,2.14608,0.685431,1000.27,8.80464e-12,1.23356e+06,1.54368e-08
0.791792,0.0039409,2.14656,0.685276,1000.27,8.80466e-12,1.23381e+06,1.54075e-08
0.792793,0.00393339,2.14705,0.685121,1000.27,8.80468e-12,1.23405e+06,1.53781e-08
0.793794,0.00392589,2.14754,0.684966,1000.27,8.80469e-12,1.2343e+06,1.53488e-08
0.794795,0.00391841,2.14803,0.68481,1000.27,8.80471e-12,1.23454e+06,1.53196e-08
0.795796,0.00391095,2.14852,0.684654,1000.27,8.80473e-12,1.23479e+06,1.52905e-08
0.796797,0.0039035,2.14901,0.684498,1000.27,8.80474e-12,1.23503e+06,1.52614e-08
0.797798,0.00389606,2.1495,0.684342,1000.27,8.80476e-12,1.23528e+06,1.52323e-08
0.798799,0.00388863,2.14999,0.684186,1000.27,8.80478e-12,1.23553e+06,1.52033e-08
0.7998,0.00388123,2.15048,0.684029,1000.28,8.80479e-12,1.23577e+06,1.51744e-08
0.800801,0.00387383,2.15098,0.683873,1000.28,8.80481e-12,1.23602e+06,1.51455e-08
0.801802,0.00386645,2.15147,0.683716,1000.28,8.80483e-12,1.23627e+06,1.51167e-08
0.802803,0.00385908,2.15196,0.683559,1000.28,8.80484e-12,1.23652e+06,1.50879e-08
0.803804,0.00385173,2.15246,0.683402,1000.28,8.80486e-12,1.23677e+06,1.50592e-08
0.804805,0.00384439,2.15296,0.683244,1000.28,8.80488e-12,1.23702e+06,1.50305e-08
0.805806,0.00383706,2.15345,0.683087,1000.28,8.80489e-12,1.23727e+06,1.50019e-08
0.806807,0.00382975,2.15395,0.682929,1000.28,8.80491e-12,1.23752e+06,1.49733e-08
0.807808,0.00382245,2.15445,0.682772,1000.28,8.80493e-12,1.23777e+06,1.49448e-08
0.808809,0.00381517,2.15495,0.682614,1000.28,8.80494e-12,1.23802e+06,1.49164e-08
0.80981,0.0038079,2.15545,0.682456,1000.28,8.80496e-12,1.23827e+06,1.4888e-08
0.810811,0.00380065,2.15595,0.682297,1000.28,8.80498e-12,1.23852e+06,1.48596e-08
0.811812,0.0037934,2.15645,0.682139,1000.28,8.80499e-12,1.23877e+06,1.48314e-08
0.812813,0.00378617,2.15695,0.68198,1000.28,8.80501e-12,1.23902e+06,1.48031e-08
0.813814,0.00377896,2.15746,0.681821,1000.28,8.80503e-12,1.23928e+06,1.4775e-08
0.814815,0.00377176,2.15796,0.681662,1000.28,8.80505e-12,1.23953e+06,1.47468e-08
0.815816,0.00376457,2.15847,0.681503,1000.28,8.80506e-12,1.23978e+06,1.47188e-08
0.816817,0.0037574,2.15897,0.681344,1000.28,8.80508e-12,1.24003e+06,1.46907e-08
0.817818,0.00375024,2.15948,0.681185,1000.28,8.8051e-12,1.24029e+06,1.46628e-08
0.818819,0.00374309,2.15999,0.681025,1000.28,8.80511e-12,1.24054e+06,1.46349e-08
0.81982,0.00373596,2.16049,0.680865,1000.28,8.80513e-12,1.2408e+06,1.4607e-08
0.820821,0.00372884,2.161,0.680705,1000.28,8.80515e-12,1.24105e+06,1.45792e-08
0.821822,0.00372174,2.16151,0.680545,1000.28,8.80516e-12,1.24131e+06,1.45514e-08
0.822823,0.00371464,2.16202,0.680385,1000.28,8.80518e-12,1.24156e+06,1.45237e-08
0.823824,0.00370757,2.16253,0.680224,1000.28,8.8052e-12,1.24182e+06,1.44961e-08
0.824825,0.0037005,2.16304,0.680064,1000.29,8.80522e-12,1.24208e+06,1.44685e-08
0.825826,0.00369345,2.16356,0.679903,1000.29,8.80523e-12,1.24233e+06,1.4441e-08
0.826827,0.00368641,2.16407,0.679742,1000.29,8.80525e-12,1.24259e+06,1.44135e-08
0.827828,0.00367939,2.16458,0.679581,1000.29,8.80527e-12,1.24285e+06,1.4386e-08
0.828829,0.00367238,2.1651,0.67942,1000.29,8.80528e-12,1.24311e+06,1.43586e-08
0.82983,0.00366538,2.16561,0.679258,1000.29,8.8053e-12,1.24337e+06,1.43313e-08
0.830831,0.00365839,2.16613,0.679097,1000.29,8.80532e-12,1.24363e+06,1.4304e-08
0.831832,0.00365142,2.16665,0.678935,1000.29,8.80534e-12,1.24388e+06,1.42768e-08
0.832833,0.00364446,2.16716,0.678773,1000.29,8.80535e-12,1.24414e+06,1.42496e-08
0.833834,0.00363752,2.16768,0.678611,1000.29,8.80537e-12,1.2444e+06,1.42225e-08
0.834835,0.00363059,2.1682,0.678449,1000.29,8.80539e-12,1.24467e+06,1.41954e-08
0.835836,0.00362367,2.16872,0.678286,1000.29,8.80541e-12,1.24493e+06,1.41684e-08
0.836837,0.00361676,2.16924,0.678124,1000.29,8.80542e-12,1.24519e+06,1.41414e-08
0.837838,0.00360987,2.16976,0.677961,1000.29,8.80544e-12,1.24545e+06,1.41145e-08
0.838839,0.00360299,2.17029,0.677798,1000.29,8.80546e-12,1.24571e+06,1.40876e-08
0.83984,0.00359613,2.17081,0.677635,1000.29,8.80548e-12,1.24597e+06,1.40608e-08
0.840841,0.00358928,2.17133,0.677472,1000.29,8.80549e-12,1.24624e+06,1.40341e-08
0.841842,0.00358244,2.17186,0.677308,1000.29,8.80551e-12,1.2465e+06,1.40073e-08
0.842843,0.00357561,2.17238,0.677145,1000.29,8.80553e-12,1.24676e+06,1.39807e-08
0.843844,0.0035688,2.17291,0.676981,1000.29,8.80554e-12,1.24703e+06,1.39541e-08
0.844845,0.00356199,2.17344,0.676817,1000.29,8.80556e-12,1.24729e+06,1.39275e-08
0.845846,0.00355521,2.17397,0.676653,1000.29,8.80558e-12,1.24756e+06,1.3901e-08
0.846847,0.00354843,2.1745,0.676488,1000.29,8.8056e-12,1.24782e+06,1.38745e-08
0.847848,0.00354167,2.17502,0.676324,1000.29,8.80561e-12,1.24809e+06,1.38481e-08
0.848849,0.00353492,2.17556,0.676159,1000.3,8.80563e-12,1.24835e+06,1.38218e-08
0.84985,0.00352818,2.17609,0.675995,1000.3,8.80565e-12,1.24862e+06,1.37954e-08
0.850851,0.00352146,2.17662,0.67583,1000.3,8.80567e-12,1.24889e+06,1.37692e-08
0.851852,0.00351475,2.17715,0.675665,1000.3,8.80569e-12,1.24915e+06,1.3743e-08
0.852853,0.00350805,2.17768,0.675499,1000.3,8.8057e-12,1.24942e+06,1.37168e-08
0.853854,0.00350137,2.17822,0.675334,1000.3,8.80572e-12,1.24969e+06,1.36907e-08
0.854855,0.0034947,2.17875,0.675168,1000.3,8.80574e-12,1.24996e+06,1.36646e-08
0.855856,0.00348804,2.17929,0.675003,1000.3,8.80576e-12,1.25023e+06,1.36386e-08
0.856857,0.00348139,2.17983,0.674837,1000.3,8.80577e-12,1.25049e+06,1.36127e-08
0.857858,0.00347475,2.18036,0.674671,1000.3,8.80579e-12,1.25076e+06,1.35867e-08
0.858859,0.00346813,2.1809,0.674504,1000.3,8.80581e-12,1.25103e+06,1.35609e-08
0.85986,0.00346152,2.18144,0.674338,1000.3,8.80583e-12,1.2513e+06,1.35351e-08
0.860861,0.00345493,2.18198,0.674171,1000.3,8.80584e-12,1.25157e+06,1.35093e-08
0.861862,0.00344834,2.18252,0.674005,1000.3,8.80586e-12,1.25185e+06,1.34836e-08
0.862863,0.00344177,2.18306,0.673838,1000.3,8.80588e-12,1.25212e+06,1.34579e-08
0.863864,0.00343521,2.18361,0.673671,1000.3,8.8059e-12,1.25239e+06,1.34323e-08
0.864865,0.00342867,2.18415,0.673503,1000.3,8.80592e-12,1.25266e+06,1.34067e-08
0.865866,0.00342213,2.18469,0.673336,1000.3,8.80593e-12,1.25293e+06,1.33812e-08
0.866867,0.00341561,2.18524,0.673168,1000.3,8.80595e-12,1.25321e+06,1.33557e-08
0.867868,0.0034091,2.18578,0.673001,1000.3,8.80597e-12,1.25348e+06,1.33303e-08
0.868869,0.00340261,2.18633,0.672833,1000.3,8.80599e-12,1.25375e+06,1.33049e-08
0.86987,0.00339612,2.18688,0.672665,1000.3,8.80601e-12,1.25403e+06,1.32796e-08
0.870871,0.00338965,2.18743,0.672496,1000.3,8.80602e-12,1.2543e+06,1.32543e-08
0.871872,0.00338319,2.18797,0.672328,1000.3,8.80604e-12,1.25458e+06,1.32291e-08
0.872873,0.00337674,2.18852,0.672159,1000.31,8.80606e-12,1.25485e+06,1.32039e-08
0.873874,0.00337031,2.18907,0.671991,1000.31,8.80608e-12,1.25513e+06,1.31788e-08
0.874875,0.00336388,2.18963,0.671822,1000.31,8.8061e-12,1.25541e+06,1.31537e-08
0.875876,0.00335747,2.19018,0.671653,1000.31,8.80611e-12,1.25568e+06,1.31286e-08
0.876877,0.00335107,2.19073,0.671483,1000.31,8.80613e-12,1.25596e+06,1.31037e-08
0.877878,0.00334469,2.19129,0.671314,1000.31,8.80615e-12,1.25624e+06,1.30787e-08
0.878879,0.00333831,2.19184,0.671144,1000.31,8.80617e-12,1.25651e+06,1.30538e-08
0.87988,0.00333195,2.1924,0.670975,1000.31,8.80619e-12,1.25679e+06,1.3029e-08
0.880881,0.0033256,2.19295,0.670805,1000.31,8.8062e-12,1.25707e+06,1.30042e-08
0.881882,0.00331927,2.19351,0.670635,1000.31,8.80622e-12,1.25735e+06,1.29794e-08
0.882883,0.00331294,2.19407,0.670464,1000.31,8.80624e-12,1.25763e+06,1.29547e-08
0.883884,0.00330663,2.19463,0.670294,1000.31,8.80626e-12,1.25791e+06,1.293e-08
0.884885,0.00330032,2.19518,0.670123,1000.31,8.80628e-12,1.25819e+06,1.29054e-08
0.885886,0.00329403,2.19575,0.669953,1000.31,8.8063e-12,1.25847e+06,1.28808e-08
0.886887,0.00328776,2.19631,0.669782,1000.31,8.80631e-12,1.25875e+06,1.28563e-08
0.887888,0.00328149,2.19687,0.669611,1000.31,8.80633e-12,1.25903e+06,1.28319e-08
0.888889,0.00327524,2.19743,0.66944,1000.31,8.80635e-12,1.25932e+06,1.28074e-08
0.88989,0.003269,2.19799,0.669268,1000.31,8.80637e-12,1.2596e+06,1.2783e-08
0.890891,0.00326277,2.19856,0.669097,1000.31,8.80639e-12,1.25988e+06,1.27587e-08
0.891892,0.00325655,2.19912,0.668925,1000.31,8.80641e-12,1.26016e+06,1.27344e-08
0.892893,0.00325034,2.19969,0.668753,1000.31,8.80642e-12,1.26045e+06,1.27102e-08
0.893894,0.00324415,2.20026,0.668581,1000.31,8.80644e-12,1.26073e+06,1.2686e-08
0.894895,0.00323796,2.20083,0.668409,1000.31,8.80646e-12,1.26102e+06,1.26618e-08
0.895896,0.00323179,2.20139,0.668236,1000.32,8.80648e-12,1.2613e+06,1.26377e-08
0.896897,0.00322563,2.20196,0.668064,1000.32,8.8065e-12,1.26159e+06,1.26137e-08
0.897898,0.00321949,2.20253,0.667891,1000.32,8.80652e-12,1.26187e+06,1.25897e-08
0.898899,0.00321335,2.20311,0.667718,1000.32,8.80653e-12,1.26216e+06,1.25657e-08
0.8999,0.00320723,2.20368,0.667545,1000.32,8.80655e-12,1.26244e+06,1.25418e-08
0.900901,0.00320111,2.20425,0.667372,1000.32,8.80657e-12,1.26273e+06,1.25179e-08
0.901902,0.00319501,2.20482,0.667198,1000.32,8.80659e-12,1.26302e+06,1.24941e-08
0.902903,0.00318892,2.2054,0.667025,1000.32,8.80661e-12,1.26331e+06,1.24703e-08
0.903904,0.00318285,2.20597,0.666851,1000.32,8.80663e-12,1.26359e+06,1.24465e-08
0.904905,0.00317678,2.20655,0.666677,1000.32,8.80665e-12,1.26388e+06,1.24228e-08
0.905906,0.00317073,2.20713,0.666503,1000.32,8.80666e-12,1.26417e+06,1.23992e-08
0.906907,0.00316468,2.20771,0.666329,1000.32,8.80668e-12,1.26446e+06,1.23756e-08
0.907908,0.00315865,2.20829,0.666155,1000.32,8.8067e-12,1.26475e+06,1.2352e-08
0.908909,0.00315263,2.20886,0.66598,1000.32,8.80672e-12,1.26504e+06,1.23285e-08
0.90991,0.00314662,2.20945,0.665806,1000.32,8.80674e-12,1.26533e+06,1.2305e-08
0.910911,0.00314063,2.21003,0.665631,1000.32,8.80676e-12,1.26562e+06,1.22816e-08
0.911912,0.00313464,2.21061,0.665456,1000.32,8.80678e-12,1.26591e+06,1.22582e-08
0.912913,0.00312867,2.21119,0.66528,1000.32,8.8068e-12,1.26621e+06,1.22349e-08
0.913914,0.0031227,2.21178,0.665105,1000.32,8.80681e-12,1.2665e+06,1.22116e-08
0.914915,0.00311675,2.21236,0.66493,1000.32,8.80683e-12,1.26679e+06,1.21884e-08
0.915916,0.00311081,2.21295,0.664754,1000.32,8.80685e-12,1.26708e+06,1.21652e-08
0.916917,0.00310488,2.21353,0.664578,1000.32,8.80687e-12,1.26738e+06,1.2142e-08
0.917918,0.00309897,2.21412,0.664402,1000.33,8.80689e-12,1.26767e+06,1.21189e-08
0.918919,0.00309306,2.21471,0.664226,1000.33,8.80691e-12,1.26797e+06,1.20958e-08
0.91992,0.00308716,2.2153,0.664049,1000.33,8.80693e-12,1.26826e+06,1.20728e-08
0.920921,0.00308128,2.21589,0.663873,1000.33,8.80695e-12,1.26856e+06,1.20498e-08
0.921922,0.00307541,2.21648,0.663696,1000.33,8.80697e-12,1.26885e+06,1.20269e-08
0.922923,0.00306955,2.21707,0.663519,1000.33,8.80698e-12,1.26915e+06,1.2004e-08
0.923924,0.0030637,2.21766,0.663342,1000.33,8.807e-12,1.26944e+06,1.19811e-08
0.924925,0.00305786,2.21826,0.663165,1000.33,8.80702e-12,1.26974e+06,1.19583e-08
0.925926,0.00305203,2.21885,0.662988,1000.33,8.80704e-12,1.27004e+06,1.19355e-08
0.926927,0.00304621,2.21945,0.66281,1000.33,8.80706e-12,1.27034e+06,1.19128e-08
0.927928,0.00304041,2.22004,0.662633,1000.33,8.80708e-12,1.27063e+06,1.18901e-08
0.928929,0.00303461,2.22064,0.662455,1000.33,8.8071e-12,1.27093e+06,1.18675e-08
0.92993,0.00302883,2.22124,0.662277,1000.33,8.80712e-12,1.27123e+06,1.18449e-08
0.930931,0.00302305,2.22184,0.662099,1000.33,8.80714e-12,1.27153e+06,1.18224e-08
0.931932,0.00301729,2.22244,0.66192,1000.33,8.80716e-12,1.27183e+06,1.17998e-08
0.932933,0.00301154,2.22304,0.661742,1000.33,8.80717e-12,1.27213e+06,1.17774e-08
0.933934,0.0030058,2.22364,0.661563,1000.33,8.80719e-12,1.27243e+06,1.1755e-08
0.934935,0.00300007,2.22424,0.661384,1000.33,8.80721e-12,1.27273e+06,1.17326e-08
0.935936,0.00299436,2.22484,0.661205,1000.33,8.80723e-12,1.27304e+06,1.17102e-08
0.936937,0.00298865,2.22545,0.661026,1000.33,8.80725e-12,1.27334e+06,1.16879e-08
0.937938,0.00298295,2.22605,0.660847,1000.33,8.80727e-12,1.27364e+06,1.16657e-08
0.938939,0.00297727,2.22666,0.660668,1000.33,8.80729e-12,1.27394e+06,1.16435e-08
0.93994,0.00297159,2.22726,0.660488,1000.34,8.80731e-12,1.27425e+06,1.16213e-08
0.940941,0.00296593,2.22787,0.660308,1000.34,8.80733e-12,1.27455e+06,1.15992e-08
0.941942,0.00296028,2.22848,0.660128,1000.34,8.80735e-12,1.27485e+06,1.15771e-08
0.942943,0.00295463,2.22909,0.659948,1000.34,8.80737e-12,1.27516e+06,1.15551e-08
0.943944,0.002949,2.2297,0.659768,1000.34,8.80739e-12,1.27546e+06,1.15331e-08
0.944945,0.00294338,2.23031,0.659587,1000.34,8.80741e-12,1.27577e+06,1.15111e-08
0.945946,0.00293777,2.23092,0.659407,1000.34,8.80742e-12,1.27608e+06,1.14892e-08
0.946947,0.00293217,2.23154,0.659226,1000.34,8.80744e-12,1.27638e+06,1.14673e-08
0.947948,0.00292658,2.23215,0.659045,1000.34,8.80746e-12,1.27669e+06,1.14455e-08
0.948949,0.002921,2.23276,0.658864,1000.34,8.80748e-12,1.277e+06,1.14237e-08
0.94995,0.00291544,2.23338,0.658683,1000.34,8.8075e-12,1.2773e+06,1.1402e-08
0.950951,0.00290988,2.234,0.658501,1000.34,8.80752e-12,1.27761e+06,1.13803e-08
0.951952,0.00290433,2.23461,0.65832,1000.34,8.80754e-12,1.27792e+06,1.13586e-08
0.952953,0.0028988,2.23523,0.658138,1000.34,8.80756e-12,1.27823e+06,1.1337e-08
0.953954,0.00289327,2.23585,0.657956,1000.34,8.80758e-12,1.27854e+06,1.13154e-08
0.954955,0.00288776,2.23647,0.657774,1000.34,8.8076e-12,1.27885e+06,1.12938e-08
0.955956,0.00288225,2.23709,0.657592,1000.34,8.80762e-12,1.27916e+06,1.12723e-08
0.956957,0.00287676,2.23771,0.657409,1000.34,8.80764e-12,1.27947e+06,1.12509e-08
0.957958,0.00287128,2.23833,0.657227,1000.34,8.80766e-12,1.27978e+06,1.12295e-08
0.958959,0.0028658,2.23896,0.657044,1000.34,8.80768e-12,1.28009e+06,1.12081e-08
0.95996,0.00286034,2.23958,0.656861,1000.34,8.8077e-12,1.28041e+06,1.11867e-08
0.960961,0.00285489,2.24021,0.656678,1000.34,8.80772e-12,1.28072e+06,1.11654e-08
0.961962,0.00284945,2.24083,0.656495,1000.35,8.80774e-12,1.28103e+06,1.11442e-08
0.962963,0.00284402,2.24146,0.656311,1000.35,8.80776e-12,1.28134e+06,1.1123e-08
0.963964,0.0028386,2.24209,0.656128,1000.35,8.80778e-12,1.28166e+06,1.11018e-08
0.964965,0.00283318,2.24272,0.655944,1000.35,8.8078e-12,1.28197e+06,1.10807e-08
0.965966,0.00282778,2.24335,0.65576,1000.35,8.80782e-12,1.28229e+06,1.10596e-08
0.966967,0.00282239,2.24398,0.655576,1000.35,8.80784e-12,1.2826e+06,1.10385e-08
0.967968,0.00281701,2.24461,0.655392,1000.35,8.80786e-12,1.28292e+06,1.10175e-08
0.968969,0.00281165,2.24524,0.655207,1000.35,8.80788e-12,1.28323e+06,1.09965e-08
0.96997,0.00280629,2.24588,0.655023,1000.35,8.80789e-12,1.28355e+06,1.09756e-08
0.970971,0.00280094,2.24651,0.654838,1000.35,8.80791e-12,1.28387e+06,1.09547e-08
0.971972,0.0027956,2.24715,0.654653,1000.35,8.80793e-12,1.28419e+06,1.09338e-08
0.972973,0.00279027,2.24778,0.654468,1000.35,8.80795e-12,1.2845e+06,1.0913e-08
0.973974,0.00278495,2.24842,0.654283,1000.35,8.80797e-12,1.28482e+06,1.08922e-08
0.974975,0.00277964,2.24906,0.654098,1000.35,8.80799e-12,1.28514e+06,1.08715e-08
0.975976,0.00277434,2.2497,0.653912,1000.35,8.80801e-12,1.28546e+06,1.08508e-08
0.976977,0.00276906,2.25034,0.653727,1000.35,8.80803e-12,1.28578e+06,1.08301e-08
0.977978,0.00276378,2.25098,0.653541,1000.35,8.80805e-12,1.2861e+06,1.08095e-08
0.978979,0.00275851,2.25162,0.653355,1000.35,8.80807e-12,1.28642e+06,1.07889e-08
0.97998,0.00275325,2.25226,0.653169,1000.35,8.80809e-12,1.28674e+06,1.07684e-08
0.980981,0.002748,2.25291,0.652982,1000.35,8.80811e-12,1.28706e+06,1.07479e-08
0.981982,0.00274276,2.25355,0.652796,1000.35,8.80813e-12,1.28739e+06,1.07274e-08
0.982983,0.00273754,2.2542,0.652609,1000.36,8.80815e-12,1.28771e+06,1.0707e-08
0.983984,0.00273232,2.25484,0.652423,1000.36,8.80817e-12,1.28803e+06,1.06866e-08
0.984985,0.00272711,2.25549,0.652236,1000.36,8.80819e-12,1.28835e+06,1.06663e-08
0.985986,0.00272191,2.25614,0.652049,1000.36,8.80821e-12,1.28868e+06,1.0646e-08
0.986987,0.00271672,2.25679,0.651861,1000.36,8.80823e-12,1.289e+06,1.06257e-08
0.987988,0.00271154,2.25744,0.651674,1000.36,8.80825e-12,1.28933e+06,1.06055e-08
0.988989,0.00270638,2.25809,0.651486,1000.36,8.80827e-12,1.28965e+06,1.05853e-08
0.98999,0.00270122,2.25874,0.651298,1000.36,8.80829e-12,1.28998e+06,1.05651e-08
0.990991,0.00269607,2.2594,0.651111,1000.36,8.80831e-12,1.2903e+06,1.0545e-08
0.991992,0.00269093,2.26005,0.650922,1000.36,8.80834e-12,1.29063e+06,1.05249e-08
0.992993,0.0026858,2.2607,0.650734,1000.36,8.80836e-12,1.29096e+06,1.05049e-08
0.993994,0.00268068,2.26136,0.650546,1000.36,8.80838e-12,1.29128e+06,1.04849e-08
0.994995,0.00267557,2.26202,0.650357,1000.36,8.8084e-12,1.29161e+06,1.04649e-08
0.995996,0.00267047,2.26267,0.650169,1000.36,8.80842e-12,1.29194e+06,1.0445e-08
0.996997,0.00266538,2.26333,0.64998,1000.36,8.80844e-12,1.29227e+06,1.04251e-08
0.997998,0.0026603,2.26399,0.649791,1000.36,8.80846e-12,1.2926e+06,1.04053e-08
0.998999,0.00265523,2.26465,0.649601,1000.36,8.80848e-12,1.29293e+06,1.03855e-08
1,0.00265017,2.26531,0.649412,1000.36,8.8085e-12,1.29326e+06,1.03657e-08
