# Time (hours),Membrane Thickness (cm),Voltage (V),Voltage Check(V),Current Density (A/cm^2),Current Density Check(A/cm^2),Power (W),Power Check(W)
0.667668,0.013342,1.951402,1.951402,0.753606,0.753606,1000.000000,1000.000000
0.668669,0.013329,1.951491,1.951491,0.753571,0.753571,1000.000000,1000.000000
0.669670,0.013315,1.951581,1.951581,0.753537,0.753537,1000.000000,1000.000000
0.670671,0.013302,1.951672,1.951672,0.753502,0.753502,1000.000000,1000.000000
0.671672,0.013289,1.951762,1.951762,0.753467,0.753467,1000.000000,1000.000000
0.672673,0.013275,1.951853,1.951853,0.753432,0.753432,1000.000000,1000.000000
0.673674,0.013262,1.951944,1.951944,0.753397,0.753397,1000.000000,1000.000000
0.674675,0.013248,1.952036,1.952036,0.753361,0.753361,1000.000000,1000.000000
0.675676,0.013235,1.952128,1.952128,0.753326,0.753326,1000.000000,1000.000000
0.676677,0.013221,1.952220,1.952220,0.753290,0.753290,1000.000000,1000.000000
0.677678,0.013208,1.952312,1.952312,0.753255,0.753255,1000.000000,1000.000000
0.678679,0.013194,1.952405,1.952405,0.753219,0.753219,1000.000000,1000.000000
0.679680,0.013180,1.952498,1.952498,0.753183,0.753183,1000.000000,1000.000000
0.680681,0.013167,1.952591,1.952591,0.753147,0.753147,1000.000000,1000.000000
0.681682,0.013153,1.952685,1.952685,0.753111,0.753111,1000.000000,1000.000000
0.682683,0.013139,1.952779,1.952779,0.753074,0.753074,1000.000000,1000.000000
0.683684,0.013126,1.952874,1.952874,0.753038,0.753038,1000.000000,1000.000000
0.684685,0.013112,1.952968,1.952968,0.753002,0.753002,1000.000000,1000.000000
0.685686,0.013098,1.953063,1.953063,0.752965,0.752965,1000.000000,1000.000000
0.686687,0.013085,1.953159,1.953159,0.752928,0.752928,1000.000000,1000.000000
0.687688,0.013071,1.953255,1.953255,0.752891,0.752891,1000.000000,1000.000000
0.688689,0.013057,1.953351,1.953351,0.752854,0.752854,1000.000000,1000.000000
0.689690,0.013043,1.953447,1.953447,0.752817,0.752817,1000.000000,1000.000000
0.690691,0.013029,1.953544,1.953544,0.752780,0.752780,1000.000000,1000.000000
0.691692,0.013016,1.953641,1.953641,0.752742,0.752742,1000.000000,1000.000000
0.692693,0.013002,1.953738,1.953738,0.752705,0.752705,1000.000000,1000.000000
0.693694,0.012988,1.953836,1.953836,0.752667,0.752667,1000.000000,1000.000000
0.694695,0.012974,1.953934,1.953934,0.752629,0.752629,1000.000000,1000.000000
0.695696,0.012960,1.954032,1.954032,0.752592,0.752592,1000.000000,1000.000000
0.696697,0.012946,1.954131,1.954131,0.752554,0.752554,1000.000000,1000.000000
0.697698,0.012932,1.954230,1.954230,0.752515,0.752515,1000.000000,1000.000000
0.698699,0.012918,1.954330,1.954330,0.752477,0.752477,1000.000000,1000.000000
0.699700,0.012904,1.954429,1.954429,0.752439,0.752439,1000.000000,1000.000000
0.700701,0.012890,1.954530,1.954530,0.752400,0.752400,1000.000000,1000.000000
0.701702,0.012876,1.954630,1.954630,0.752361,0.752361,1000.000000,1000.000000
0.702703,0.012862,1.954731,1.954731,0.752323,0.752323,1000.000000,1000.000000
0.703704,0.012848,1.954832,1.954832,0.752284,0.752284,1000.000000,1000.000000
0.704705,0.012834,1.954934,1.954934,0.752245,0.752245,1000.000000,1000.000000
0.705706,0.012820,1.955036,1.955036,0.752205,0.752205,1000.000000,1000.000000
0.706707,0.012806,1.955138,1.955138,0.752166,0.752166,1000.000000,1000.000000
0.707708,0.012791,1.955241,1.955241,0.752126,0.752126,1000.000000,1000.000000
0.708709,0.012777,1.955344,1.955344,0.752087,0.752087,1000.000000,1000.000000
0.709710,0.012763,1.955447,1.955447,0.752047,0.752047,1000.000000,1000.000000
0.710711,0.012749,1.955551,1.955551,0.752007,0.752007,1000.000000,1000.000000
0.711712,0.012735,1.955655,1.955655,0.751967,0.751967,1000.000000,1000.000000
0.712713,0.012720,1.955759,1.955759,0.751927,0.751927,1000.000000,1000.000000
0.713714,0.012706,1.955864,1.955864,0.751887,0.751887,1000.000000,1000.000000
0.714715,0.012692,1.955969,1.955969,0.751846,0.751846,1000.000000,1000.000000
0.715716,0.012678,1.956075,1.956075,0.751806,0.751806,1000.000000,1000.000000
0.716717,0.012663,1.956181,1.956181,0.751765,0.751765,1000.000000,1000.000000
0.717718,0.012649,1.956287,1.956287,0.751724,0.751724,1000.000000,1000.000000
0.718719,0.012634,1.956394,1.956394,0.751683,0.751683,1000.000000,1000.000000
0.719720,0.012620,1.956501,1.956501,0.751642,0.751642,1000.000000,1000.000000
0.720721,0.012606,1.956609,1.956609,0.751601,0.751601,1000.000000,1000.000000
0.721722,0.012591,1.956717,1.956717,0.751559,0.751559,1000.000000,1000.000000
0.722723,0.012577,1.956825,1.956825,0.751518,0.751518,1000.000000,1000.000000
0.723724,0.012562,1.956934,1.956934,0.751476,0.751476,1000.000000,1000.000000
0.724725,0.012548,1.957043,1.957043,0.751434,0.751434,1000.000000,1000.000000
0.725726,0.012533,1.957152,1.957152,0.751392,0.751392,1000.000000,1000.000000
0.726727,0.012519,1.957262,1.957262,0.751350,0.751350,1000.000000,1000.000000
0.727728,0.012504,1.957372,1.957372,0.751307,0.751307,1000.000000,1000.000000
0.728729,0.012490,1.957483,1.957483,0.751265,0.751265,1000.000000,1000.000000
0.729730,0.012475,1.957594,1.957594,0.751222,0.751222,1000.000000,1000.000000
0.730731,0.012460,1.957705,1.957705,0.751180,0.751180,1000.000000,1000.000000
0.731732,0.012446,1.957817,1.957817,0.751137,0.751137,1000.000000,1000.000000
0.732733,0.012431,1.957929,1.957929,0.751094,0.751094,1000.000000,1000.000000
0.733734,0.012416,1.958042,1.958042,0.751050,0.751050,1000.000000,1000.000000
0.734735,0.012402,1.958155,1.958155,0.751007,0.751007,1000.000000,1000.000000
0.735736,0.012387,1.958268,1.958268,0.750964,0.750964,1000.000000,1000.000000
0.736737,0.012372,1.958382,1.958382,0.750920,0.750920,1000.000000,1000.000000
0.737738,0.012357,1.958497,1.958497,0.750876,0.750876,1000.000000,1000.000000
0.738739,0.012343,1.958611,1.958611,0.750832,0.750832,1000.000000,1000.000000
0.739740,0.012328,1.958726,1.958726,0.750788,0.750788,1000.000000,1000.000000
0.740741,0.012313,1.958842,1.958842,0.750744,0.750744,1000.000000,1000.000000
0.741742,0.012298,1.958958,1.958958,0.750699,0.750699,1000.000000,1000.000000
0.742743,0.012283,1.959074,1.959074,0.750655,0.750655,1000.000000,1000.000000
0.743744,0.012268,1.959191,1.959191,0.750610,0.750610,1000.000000,1000.000000
0.744745,0.012254,1.959309,1.959309,0.750565,0.750565,1000.000000,1000.000000
0.745746,0.012239,1.959426,1.959426,0.750520,0.750520,1000.000000,1000.000000
0.746747,0.012224,1.959544,1.959544,0.750475,0.750475,1000.000000,1000.000000
0.747748,0.012209,1.959663,1.959663,0.750429,0.750429,1000.000000,1000.000000
0.748749,0.012194,1.959782,1.959782,0.750384,0.750384,1000.000000,1000.000000
0.749750,0.012179,1.959901,1.959901,0.750338,0.750338,1000.000000,1000.000000
0.750751,0.012164,1.960021,1.960021,0.750292,0.750292,1000.000000,1000.000000
0.751752,0.012149,1.960141,1.960141,0.750246,0.750246,1000.000000,1000.000000
0.752753,0.012134,1.960262,1.960262,0.750200,0.750200,1000.000000,1000.000000
0.753754,0.012119,1.960383,1.960383,0.750153,0.750153,1000.000000,1000.000000
0.754755,0.012103,1.960505,1.960505,0.750107,0.750107,1000.000000,1000.000000
0.755756,0.012088,1.960627,1.960627,0.750060,0.750060,1000.000000,1000.000000
0.756757,0.012073,1.960750,1.960750,0.750013,0.750013,1000.000000,1000.000000
0.757758,0.012058,1.960873,1.960873,0.749966,0.749966,1000.000000,1000.000000
0.758759,0.012043,1.960996,1.960996,0.749919,0.749919,1000.000000,1000.000000
0.759760,0.012028,1.961120,1.961120,0.749872,0.749872,1000.000000,1000.000000
0.760761,0.012012,1.961245,1.961245,0.749824,0.749824,1000.000000,1000.000000
0.761762,0.011997,1.961369,1.961369,0.749776,0.749776,1000.000000,1000.000000
0.762763,0.011982,1.961495,1.961495,0.749728,0.749728,1000.000000,1000.000000
0.763764,0.011967,1.961621,1.961621,0.749680,0.749680,1000.000000,1000.000000
0.764765,0.011951,1.961747,1.961747,0.749632,0.749632,1000.000000,1000.000000
0.765766,0.011936,1.961874,1.961874,0.749584,0.749584,1000.000000,1000.000000
0.766767,0.011921,1.962001,1.962001,0.749535,0.749535,1000.000000,1000.000000
0.767768,0.011905,1.962129,1.962129,0.749486,0.749486,1000.000000,1000.000000
0.768769,0.011890,1.962257,1.962257,0.749437,0.749437,1000.000000,1000.000000
0.769770,0.011875,1.962385,1.962385,0.749388,0.749388,1000.000000,1000.000000
0.770771,0.011859,1.962515,1.962515,0.749339,0.749339,1000.000000,1000.000000
0.771772,0.011844,1.962644,1.962644,0.749289,0.749289,1000.000000,1000.000000
0.772773,0.011828,1.962774,1.962774,0.749240,0.749240,1000.000000,1000.000000
0.773774,0.011813,1.962905,1.962905,0.749190,0.749190,1000.000000,1000.000000
0.774775,0.011797,1.963036,1.963036,0.749140,0.749140,1000.000000,1000.000000
0.775776,0.011782,1.963168,1.963168,0.749089,0.749089,1000.000000,1000.000000
0.776777,0.011766,1.963300,1.963300,0.749039,0.749039,1000.000000,1000.000000
0.777778,0.011751,1.963433,1.963433,0.748988,0.748988,1000.000000,1000.000000
0.778779,0.011735,1.963566,1.963566,0.748938,0.748938,1000.000000,1000.000000
0.779780,0.011719,1.963699,1.963699,0.748887,0.748887,1000.000000,1000.000000
0.780781,0.011704,1.963834,1.963834,0.748835,0.748835,1000.000000,1000.000000
0.781782,0.011688,1.963968,1.963968,0.748784,0.748784,1000.000000,1000.000000
0.782783,0.011673,1.964103,1.964103,0.748733,0.748733,1000.000000,1000.000000
0.783784,0.011657,1.964239,1.964239,0.748681,0.748681,1000.000000,1000.000000
0.784785,0.011641,1.964375,1.964375,0.748629,0.748629,1000.000000,1000.000000
0.785786,0.011625,1.964512,1.964512,0.748577,0.748577,1000.000000,1000.000000
0.786787,0.011610,1.964649,1.964649,0.748524,0.748524,1000.000000,1000.000000
0.787788,0.011594,1.964787,1.964787,0.748472,0.748472,1000.000000,1000.000000
0.788789,0.011578,1.964926,1.964926,0.748419,0.748419,1000.000000,1000.000000
0.789790,0.011562,1.965065,1.965065,0.748366,0.748366,1000.000000,1000.000000
0.790791,0.011546,1.965204,1.965204,0.748313,0.748313,1000.000000,1000.000000
0.791792,0.011531,1.965344,1.965344,0.748260,0.748260,1000.000000,1000.000000
0.792793,0.011515,1.965484,1.965484,0.748206,0.748206,1000.000000,1000.000000
0.793794,0.011499,1.965626,1.965626,0.748153,0.748153,1000.000000,1000.000000
0.794795,0.011483,1.965767,1.965767,0.748099,0.748099,1000.000000,1000.000000
0.795796,0.011467,1.965909,1.965909,0.748045,0.748045,1000.000000,1000.000000
0.796797,0.011451,1.966052,1.966052,0.747990,0.747990,1000.000000,1000.000000
0.797798,0.011435,1.966195,1.966195,0.747936,0.747936,1000.000000,1000.000000
0.798799,0.011419,1.966339,1.966339,0.747881,0.747881,1000.000000,1000.000000
0.799800,0.011403,1.966484,1.966484,0.747826,0.747826,1000.000000,1000.000000
0.800801,0.011387,1.966629,1.966629,0.747771,0.747771,1000.000000,1000.000000
0.801802,0.011371,1.966774,1.966774,0.747716,0.747716,1000.000000,1000.000000
0.802803,0.011355,1.966920,1.966920,0.747660,0.747660,1000.000000,1000.000000
0.803804,0.011339,1.967067,1.967067,0.747605,0.747605,1000.000000,1000.000000
0.804805,0.011323,1.967214,1.967214,0.747549,0.747549,1000.000000,1000.000000
0.805806,0.011307,1.967362,1.967362,0.747492,0.747492,1000.000000,1000.000000
0.806807,0.011291,1.967511,1.967511,0.747436,0.747436,1000.000000,1000.000000
0.807808,0.011274,1.967660,1.967660,0.747379,0.747379,1000.000000,1000.000000
0.808809,0.011258,1.967809,1.967809,0.747323,0.747323,1000.000000,1000.000000
0.809810,0.011242,1.967959,1.967959,0.747266,0.747266,1000.000000,1000.000000
0.810811,0.011226,1.968110,1.968110,0.747208,0.747208,1000.000000,1000.000000
0.811812,0.011210,1.968262,1.968262,0.747151,0.747151,1000.000000,1000.000000
0.812813,0.011193,1.968414,1.968414,0.747093,0.747093,1000.000000,1000.000000
0.813814,0.011177,1.968566,1.968566,0.747035,0.747035,1000.000000,1000.000000
0.814815,0.011161,1.968720,1.968720,0.746977,0.746977,1000.000000,1000.000000
0.815816,0.011144,1.968873,1.968873,0.746919,0.746919,1000.000000,1000.000000
0.816817,0.011128,1.969028,1.969028,0.746860,0.746860,1000.000000,1000.000000
0.817818,0.011112,1.969183,1.969183,0.746801,0.746801,1000.000000,1000.000000
0.818819,0.011095,1.969339,1.969339,0.746742,0.746742,1000.000000,1000.000000
0.819820,0.011079,1.969495,1.969495,0.746683,0.746683,1000.000000,1000.000000
0.820821,0.011063,1.969652,1.969652,0.746623,0.746623,1000.000000,1000.000000
0.821822,0.011046,1.969810,1.969810,0.746564,0.746564,1000.000000,1000.000000
0.822823,0.011030,1.969968,1.969968,0.746504,0.746504,1000.000000,1000.000000
0.823824,0.011013,1.970127,1.970127,0.746443,0.746443,1000.000000,1000.000000
0.824825,0.010997,1.970287,1.970287,0.746383,0.746383,1000.000000,1000.000000
0.825826,0.010980,1.970447,1.970447,0.746322,0.746322,1000.000000,1000.000000
0.826827,0.010964,1.970608,1.970608,0.746261,0.746261,1000.000000,1000.000000
0.827828,0.010947,1.970769,1.970769,0.746200,0.746200,1000.000000,1000.000000
0.828829,0.010930,1.970931,1.970931,0.746139,0.746139,1000.000000,1000.000000
0.829830,0.010914,1.971094,1.971094,0.746077,0.746077,1000.000000,1000.000000
0.830831,0.010897,1.971258,1.971258,0.746015,0.746015,1000.000000,1000.000000
0.831832,0.010881,1.971422,1.971422,0.745953,0.745953,1000.000000,1000.000000
0.832833,0.010864,1.971587,1.971587,0.745891,0.745891,1000.000000,1000.000000
0.833834,0.010847,1.971752,1.971752,0.745828,0.745828,1000.000000,1000.000000
0.834835,0.010831,1.971919,1.971919,0.745765,0.745765,1000.000000,1000.000000
0.835836,0.010814,1.972086,1.972086,0.745702,0.745702,1000.000000,1000.000000
0.836837,0.010797,1.972253,1.972253,0.745639,0.745639,1000.000000,1000.000000
0.837838,0.010780,1.972421,1.972421,0.745575,0.745575,1000.000000,1000.000000
0.838839,0.010763,1.972590,1.972590,0.745511,0.745511,1000.000000,1000.000000
0.839840,0.010747,1.972760,1.972760,0.745447,0.745447,1000.000000,1000.000000
0.840841,0.010730,1.972931,1.972931,0.745383,0.745383,1000.000000,1000.000000
0.841842,0.010713,1.973102,1.973102,0.745318,0.745318,1000.000000,1000.000000
0.842843,0.010696,1.973274,1.973274,0.745253,0.745253,1000.000000,1000.000000
0.843844,0.010679,1.973446,1.973446,0.745188,0.745188,1000.000000,1000.000000
0.844845,0.010662,1.973619,1.973619,0.745122,0.745122,1000.000000,1000.000000
0.845846,0.010645,1.973794,1.973794,0.745057,0.745057,1000.000000,1000.000000
0.846847,0.010629,1.973968,1.973968,0.744991,0.744991,1000.000000,1000.000000
0.847848,0.010612,1.974144,1.974144,0.744925,0.744925,1000.000000,1000.000000
0.848849,0.010595,1.974320,1.974320,0.744858,0.744858,1000.000000,1000.000000
0.849850,0.010578,1.974497,1.974497,0.744791,0.744791,1000.000000,1000.000000
0.850851,0.010561,1.974675,1.974675,0.744724,0.744724,1000.000000,1000.000000
0.851852,0.010543,1.974853,1.974853,0.744657,0.744657,1000.000000,1000.000000
0.852853,0.010526,1.975032,1.975032,0.744589,0.744589,1000.000000,1000.000000
0.853854,0.010509,1.975212,1.975212,0.744522,0.744522,1000.000000,1000.000000
0.854855,0.010492,1.975393,1.975393,0.744453,0.744453,1000.000000,1000.000000
0.855856,0.010475,1.975575,1.975575,0.744385,0.744385,1000.000000,1000.000000
0.856857,0.010458,1.975757,1.975757,0.744316,0.744316,1000.000000,1000.000000
0.857858,0.010441,1.975940,1.975940,0.744247,0.744247,1000.000000,1000.000000
0.858859,0.010424,1.976124,1.976124,0.744178,0.744178,1000.000000,1000.000000
0.859860,0.010406,1.976309,1.976309,0.744109,0.744109,1000.000000,1000.000000
0.860861,0.010389,1.976494,1.976494,0.744039,0.744039,1000.000000,1000.000000
0.861862,0.010372,1.976681,1.976681,0.743969,0.743969,1000.000000,1000.000000
0.862863,0.010355,1.976868,1.976868,0.743898,0.743898,1000.000000,1000.000000
0.863864,0.010337,1.977056,1.977056,0.743827,0.743827,1000.000000,1000.000000
0.864865,0.010320,1.977244,1.977244,0.743756,0.743756,1000.000000,1000.000000
0.865866,0.010303,1.977434,1.977434,0.743685,0.743685,1000.000000,1000.000000
0.866867,0.010285,1.977624,1.977624,0.743614,0.743614,1000.000000,1000.000000
0.867868,0.010268,1.977815,1.977815,0.743542,0.743542,1000.000000,1000.000000
0.868869,0.010251,1.978007,1.978007,0.743470,0.743470,1000.000000,1000.000000
0.869870,0.010233,1.978200,1.978200,0.743397,0.743397,1000.000000,1000.000000
0.870871,0.010216,1.978394,1.978394,0.743324,0.743324,1000.000000,1000.000000
0.871872,0.010198,1.978589,1.978589,0.743251,0.743251,1000.000000,1000.000000
0.872873,0.010181,1.978784,1.978784,0.743178,0.743178,1000.000000,1000.000000
0.873874,0.010163,1.978980,1.978980,0.743104,0.743104,1000.000000,1000.000000
0.874875,0.010146,1.979177,1.979177,0.743030,0.743030,1000.000000,1000.000000
0.875876,0.010128,1.979375,1.979375,0.742956,0.742956,1000.000000,1000.000000
0.876877,0.010111,1.979574,1.979574,0.742881,0.742881,1000.000000,1000.000000
0.877878,0.010093,1.979774,1.979774,0.742806,0.742806,1000.000000,1000.000000
0.878879,0.010076,1.979975,1.979975,0.742731,0.742731,1000.000000,1000.000000
0.879880,0.010058,1.980176,1.980176,0.742655,0.742655,1000.000000,1000.000000
0.880881,0.010040,1.980379,1.980379,0.742579,0.742579,1000.000000,1000.000000
0.881882,0.010023,1.980582,1.980582,0.742503,0.742503,1000.000000,1000.000000
0.882883,0.010005,1.980786,1.980786,0.742426,0.742426,1000.000000,1000.000000
0.883884,0.009987,1.980992,1.980992,0.742350,0.742350,1000.000000,1000.000000
0.884885,0.009970,1.981198,1.981198,0.742272,0.742272,1000.000000,1000.000000
0.885886,0.009952,1.981405,1.981405,0.742195,0.742195,1000.000000,1000.000000
0.886887,0.009934,1.981613,1.981613,0.742117,0.742117,1000.000000,1000.000000
0.887888,0.009917,1.981822,1.981822,0.742039,0.742039,1000.000000,1000.000000
0.888889,0.009899,1.982032,1.982032,0.741960,0.741960,1000.000000,1000.000000
0.889890,0.009881,1.982242,1.982242,0.741881,0.741881,1000.000000,1000.000000
0.890891,0.009863,1.982454,1.982454,0.741802,0.741802,1000.000000,1000.000000
0.891892,0.009845,1.982667,1.982667,0.741722,0.741722,1000.000000,1000.000000
0.892893,0.009827,1.982881,1.982881,0.741642,0.741642,1000.000000,1000.000000
0.893894,0.009810,1.983095,1.983095,0.741562,0.741562,1000.000000,1000.000000
0.894895,0.009792,1.983311,1.983311,0.741481,0.741481,1000.000000,1000.000000
0.895896,0.009774,1.983528,1.983528,0.741400,0.741400,1000.000000,1000.000000
0.896897,0.009756,1.983745,1.983745,0.741319,0.741319,1000.000000,1000.000000
0.897898,0.009738,1.983964,1.983964,0.741237,0.741237,1000.000000,1000.000000
0.898899,0.009720,1.984184,1.984184,0.741155,0.741155,1000.000000,1000.000000
0.899900,0.009702,1.984404,1.984404,0.741073,0.741073,1000.000000,1000.000000
0.900901,0.009684,1.984626,1.984626,0.740990,0.740990,1000.000000,1000.000000
0.901902,0.009666,1.984849,1.984849,0.740907,0.740907,1000.000000,1000.000000
0.902903,0.009648,1.985073,1.985073,0.740823,0.740823,1000.000000,1000.000000
0.903904,0.009630,1.985298,1.985298,0.740739,0.740739,1000.000000,1000.000000
0.904905,0.009611,1.985523,1.985523,0.740655,0.740655,1000.000000,1000.000000
0.905906,0.009593,1.985750,1.985750,0.740571,0.740571,1000.000000,1000.000000
0.906907,0.009575,1.985978,1.985978,0.740486,0.740486,1000.000000,1000.000000
0.907908,0.009557,1.986207,1.986207,0.740400,0.740400,1000.000000,1000.000000
0.908909,0.009539,1.986438,1.986438,0.740314,0.740314,1000.000000,1000.000000
0.909910,0.009521,1.986669,1.986669,0.740228,0.740228,1000.000000,1000.000000
0.910911,0.009502,1.986901,1.986901,0.740142,0.740142,1000.000000,1000.000000
0.911912,0.009484,1.987135,1.987135,0.740055,0.740055,1000.000000,1000.000000
0.912913,0.009466,1.987369,1.987369,0.739967,0.739967,1000.000000,1000.000000
0.913914,0.009448,1.987605,1.987605,0.739880,0.739880,1000.000000,1000.000000
0.914915,0.009429,1.987841,1.987841,0.739792,0.739792,1000.000000,1000.000000
0.915916,0.009411,1.988079,1.988079,0.739703,0.739703,1000.000000,1000.000000
0.916917,0.009393,1.988318,1.988318,0.739614,0.739614,1000.000000,1000.000000
0.917918,0.009374,1.988559,1.988559,0.739525,0.739525,1000.000000,1000.000000
0.918919,0.009356,1.988800,1.988800,0.739435,0.739435,1000.000000,1000.000000
0.919920,0.009337,1.989042,1.989042,0.739345,0.739345,1000.000000,1000.000000
0.920921,0.009319,1.989286,1.989286,0.739254,0.739254,1000.000000,1000.000000
0.921922,0.009301,1.989531,1.989531,0.739163,0.739163,1000.000000,1000.000000
0.922923,0.009282,1.989777,1.989777,0.739072,0.739072,1000.000000,1000.000000
0.923924,0.009264,1.990024,1.990024,0.738980,0.738980,1000.000000,1000.000000
0.924925,0.009245,1.990273,1.990273,0.738888,0.738888,1000.000000,1000.000000
0.925926,0.009227,1.990522,1.990522,0.738795,0.738795,1000.000000,1000.000000
0.926927,0.009208,1.990773,1.990773,0.738702,0.738702,1000.000000,1000.000000
0.927928,0.009189,1.991025,1.991025,0.738609,0.738609,1000.000000,1000.000000
0.928929,0.009171,1.991278,1.991278,0.738515,0.738515,1000.000000,1000.000000
0.929930,0.009152,1.991533,1.991533,0.738420,0.738420,1000.000000,1000.000000
0.930931,0.009134,1.991789,1.991789,0.738325,0.738325,1000.000000,1000.000000
0.931932,0.009115,1.992046,1.992046,0.738230,0.738230,1000.000000,1000.000000
0.932933,0.009096,1.992304,1.992304,0.738134,0.738134,1000.000000,1000.000000
0.933934,0.009078,1.992564,1.992564,0.738038,0.738038,1000.000000,1000.000000
0.934935,0.009059,1.992825,1.992825,0.737942,0.737942,1000.000000,1000.000000
0.935936,0.009040,1.993087,1.993087,0.737844,0.737844,1000.000000,1000.000000
0.936937,0.009021,1.993350,1.993350,0.737747,0.737747,1000.000000,1000.000000
0.937938,0.009003,1.993615,1.993615,0.737649,0.737649,1000.000000,1000.000000
0.938939,0.008984,1.993881,1.993881,0.737550,0.737550,1000.000000,1000.000000
0.939940,0.008965,1.994149,1.994149,0.737452,0.737452,1000.000000,1000.000000
0.940941,0.008946,1.994418,1.994418,0.737352,0.737352,1000.000000,1000.000000
0.941942,0.008927,1.994688,1.994688,0.737252,0.737252,1000.000000,1000.000000
0.942943,0.008909,1.994960,1.994960,0.737152,0.737152,1000.000000,1000.000000
0.943944,0.008890,1.995233,1.995233,0.737051,0.737051,1000.000000,1000.000000
0.944945,0.008871,1.995507,1.995507,0.736950,0.736950,1000.000000,1000.000000
0.945946,0.008852,1.995783,1.995783,0.736848,0.736848,1000.000000,1000.000000
0.946947,0.008833,1.996060,1.996060,0.736746,0.736746,1000.000000,1000.000000
0.947948,0.008814,1.996338,1.996338,0.736643,0.736643,1000.000000,1000.000000
0.948949,0.008795,1.996618,1.996618,0.736540,0.736540,1000.000000,1000.000000
0.949950,0.008776,1.996900,1.996900,0.736436,0.736436,1000.000000,1000.000000
0.950951,0.008757,1.997182,1.997182,0.736331,0.736331,1000.000000,1000.000000
0.951952,0.008738,1.997467,1.997467,0.736227,0.736227,1000.000000,1000.000000
0.952953,0.008719,1.997753,1.997753,0.736121,0.736121,1000.000000,1000.000000
0.953954,0.008700,1.998040,1.998040,0.736015,0.736015,1000.000000,1000.000000
0.954955,0.008681,1.998329,1.998329,0.735909,0.735909,1000.000000,1000.000000
0.955956,0.008661,1.998619,1.998619,0.735802,0.735802,1000.000000,1000.000000
0.956957,0.008642,1.998911,1.998911,0.735695,0.735695,1000.000000,1000.000000
0.957958,0.008623,1.999204,1.999204,0.735587,0.735587,1000.000000,1000.000000
0.958959,0.008604,1.999499,1.999499,0.735478,0.735478,1000.000000,1000.000000
0.959960,0.008585,1.999795,1.999795,0.735369,0.735369,1000.000000,1000.000000
0.960961,0.008566,2.000093,2.000093,0.735260,0.735260,1000.000000,1000.000000
0.961962,0.008546,2.000393,2.000393,0.735150,0.735150,1000.000000,1000.000000
0.962963,0.008527,2.000694,2.000694,0.735039,0.735039,1000.000000,1000.000000
0.963964,0.008508,2.000996,2.000996,0.734928,0.734928,1000.000000,1000.000000
0.964965,0.008488,2.001301,2.001301,0.734816,0.734816,1000.000000,1000.000000
0.965966,0.008469,2.001607,2.001607,0.734704,0.734704,1000.000000,1000.000000
0.966967,0.008450,2.001914,2.001914,0.734591,0.734591,1000.000000,1000.000000
0.967968,0.008430,2.002223,2.002223,0.734478,0.734478,1000.000000,1000.000000
0.968969,0.008411,2.002534,2.002534,0.734364,0.734364,1000.000000,1000.000000
0.969970,0.008392,2.002847,2.002847,0.734249,0.734249,1000.000000,1000.000000
0.970971,0.008372,2.003161,2.003161,0.734134,0.734134,1000.000000,1000.000000
0.971972,0.008353,2.003477,2.003477,0.734018,0.734018,1000.000000,1000.000000
0.972973,0.008333,2.003795,2.003795,0.733902,0.733902,1000.000000,1000.000000
0.973974,0.008314,2.004114,2.004114,0.733785,0.733785,1000.000000,1000.000000
0.974975,0.008294,2.004435,2.004435,0.733667,0.733667,1000.000000,1000.000000
0.975976,0.008275,2.004758,2.004758,0.733549,0.733549,1000.000000,1000.000000
0.976977,0.008255,2.005082,2.005082,0.733430,0.733430,1000.000000,1000.000000
0.977978,0.008236,2.005409,2.005409,0.733311,0.733311,1000.000000,1000.000000
0.978979,0.008216,2.005737,2.005737,0.733191,0.733191,1000.000000,1000.000000
0.979980,0.008196,2.006067,2.006067,0.733070,0.733070,1000.000000,1000.000000
0.980981,0.008177,2.006399,2.006399,0.732949,0.732949,1000.000000,1000.000000
0.981982,0.008157,2.006733,2.006733,0.732827,0.732827,1000.000000,1000.000000
0.982983,0.008137,2.007068,2.007068,0.732705,0.732705,1000.000000,1000.000000
0.983984,0.008118,2.007405,2.007405,0.732582,0.732582,1000.000000,1000.000000
0.984985,0.008098,2.007745,2.007745,0.732458,0.732458,1000.000000,1000.000000
0.985986,0.008078,2.008086,2.008086,0.732333,0.732333,1000.000000,1000.000000
0.986987,0.008059,2.008429,2.008429,0.732208,0.732208,1000.000000,1000.000000
0.987988,0.008039,2.008774,2.008774,0.732083,0.732083,1000.000000,1000.000000
0.988989,0.008019,2.009121,2.009121,0.731956,0.731956,1000.000000,1000.000000
0.989990,0.007999,2.009470,2.009470,0.731829,0.731829,1000.000000,1000.000000
0.990991,0.007979,2.009821,2.009821,0.731701,0.731701,1000.000000,1000.000000
0.991992,0.007960,2.010174,2.010174,0.731573,0.731573,1000.000000,1000.000000
0.992993,0.007940,2.010528,2.010528,0.731444,0.731444,1000.000000,1000.000000
0.993994,0.007920,2.010885,2.010885,0.731314,0.731314,1000.000000,1000.000000
0.994995,0.007900,2.011244,2.011244,0.731183,0.731183,1000.000000,1000.000000
0.995996,0.007880,2.011605,2.011605,0.731052,0.731052,1000.000000,1000.000000
0.996997,0.007860,2.011968,2.011968,0.730920,0.730920,1000.000000,1000.000000
0.997998,0.007840,2.012334,2.012334,0.730787,0.730787,1000.000000,1000.000000
